n_features,accuracy,w_precision,w_recall,w_f1score,predict_s
1,48.20717131474104,92.21632833744387,48.20717131474104,62.70773492661411,249
2,48.20717131474104,92.21632833744387,48.20717131474104,62.70773492661411,249
3,64.9402390438247,92.84162239769455,64.9402390438247,76.20512556032611,130
4,22.111553784860558,87.7520885489013,22.111553784860558,34.116468951306096,249
5,23.705179282868528,88.33549832500238,23.705179282868528,36.20762553082647,249
6,25.298804780876495,89.47400865868433,25.298804780876495,38.07076669888737,249
7,91.43426294820716,93.5516879849025,91.43426294820716,92.48085700900872,0
8,85.85657370517929,94.36875198702604,85.85657370517929,89.70447597226557,218
9,81.07569721115537,95.43516655029367,81.07569721115537,86.99810572673107,222
10,84.4621513944223,95.31299090045238,84.4621513944223,89.05702418290366,222
11,86.25498007968127,95.39359714804138,86.25498007968127,90.14384502570911,222
12,85.65737051792829,95.36572058021144,85.65737051792829,89.78251345550707,222
13,85.65737051792829,95.36572058021144,85.65737051792829,89.78251345550707,222
14,89.44223107569721,95.31825309517981,89.44223107569721,92.00267376947235,221
15,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
16,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
17,77.88844621513944,94.80034899271182,77.88844621513944,84.94422038807228,221
18,77.88844621513944,94.80034899271182,77.88844621513944,84.94422038807228,221
19,77.88844621513944,94.80034899271182,77.88844621513944,84.94422038807228,221
20,77.88844621513944,94.80034899271182,77.88844621513944,84.94422038807228,221
21,77.88844621513944,94.80034899271182,77.88844621513944,84.94422038807228,221
22,77.88844621513944,94.80034899271182,77.88844621513944,84.94422038807228,221
23,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
24,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
25,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
26,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
27,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
28,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
29,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
30,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
31,87.25099601593625,95.1923391478076,87.25099601593625,90.69365777737474,221
32,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
33,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
34,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
35,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
36,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
37,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
38,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
39,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
40,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
41,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
42,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
43,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
44,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
45,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
46,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
47,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
48,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
49,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
50,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
51,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
52,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
53,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
54,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
55,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
56,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
57,80.47808764940238,95.93362152472444,80.47808764940238,86.66444328267625,249
58,75.69721115537848,95.79236529816562,75.69721115537848,83.56578852548463,249
59,85.85657370517929,95.1238190792075,85.85657370517929,89.85815937428038,249
60,85.85657370517929,95.1238190792075,85.85657370517929,89.85815937428038,249
61,86.25498007968127,95.39359714804138,86.25498007968127,90.14384502570911,249
62,84.66135458167331,95.57375131845363,84.66135458167331,89.21578926607275,249
63,85.85657370517929,95.3748874961902,85.85657370517929,89.90304840628211,249
64,86.45418326693228,95.40315290748094,86.45418326693228,90.26411950541518,249
65,84.26294820717132,95.30453462208263,84.26294820717132,88.93567989636037,249
66,84.4621513944223,95.31299090045238,84.4621513944223,89.05702418290366,249
67,84.4621513944223,95.31299090045238,84.4621513944223,89.05702418290366,249
68,84.66135458167331,95.32153433629882,84.66135458167331,89.17823741799677,249
69,89.2430278884462,93.74915920732654,89.2430278884462,91.4119291369783,203
70,88.24701195219123,93.96952289043499,88.24701195219123,90.94502680202388,204
71,53.78486055776892,95.86689478576477,53.78486055776892,67.02595855537055,249
72,53.78486055776892,95.86689478576477,53.78486055776892,67.02595855537055,249
73,53.78486055776892,95.86689478576477,53.78486055776892,67.02595855537055,249
74,53.78486055776892,95.86689478576477,53.78486055776892,67.02595855537055,249
75,89.44223107569721,93.48155764040611,89.44223107569721,91.41729611522364,0
76,89.44223107569721,93.48155764040611,89.44223107569721,91.41729611522364,0
77,89.44223107569721,93.48155764040611,89.44223107569721,91.41729611522364,0
78,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
79,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
80,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
81,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
82,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
83,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
84,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
85,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
86,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
87,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
88,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
89,77.68924302788844,94.53264213310324,77.68924302788844,84.79957004825275,249
90,77.09163346613546,94.5090034553154,77.09163346613546,84.41896229624638,249
91,77.09163346613546,94.5090034553154,77.09163346613546,84.41896229624638,249
92,77.09163346613546,94.5090034553154,77.09163346613546,84.41896229624638,249
93,77.09163346613546,94.5090034553154,77.09163346613546,84.41896229624638,249
94,78.08764940239044,94.54839304873131,78.08764940239044,85.05209673184144,249
95,81.27490039840637,94.67540839876739,81.27490039840637,87.03949592226547,249
96,81.27490039840637,94.67540839876739,81.27490039840637,87.03949592226547,249
